RAM Address (Nr),Variable Name,Description (Original German),Description (Translated English),Unit,NA Formula Number,Normwert (Quantization),Tester Display Range,System Constraints / Code Conditions
1076,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1076,Unassigned RAM Address / Reserved Channel 1076,,,,,
1077,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1077,Unassigned RAM Address / Reserved Channel 1077,,,,,
1078,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1078,Unassigned RAM Address / Reserved Channel 1078,,,,,
1079,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1079,Unassigned RAM Address / Reserved Channel 1079,,,,,
1080,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1080,Unassigned RAM Address / Reserved Channel 1080,,,,,
1081,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1081,Unassigned RAM Address / Reserved Channel 1081,,,,,
1082,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1082,Unassigned RAM Address / Reserved Channel 1082,,,,,
1083,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1083,Unassigned RAM Address / Reserved Channel 1083,,,,,
1084,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1084,Unassigned RAM Address / Reserved Channel 1084,,,,,
1085,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1085,Unassigned RAM Address / Reserved Channel 1085,,,,,
1086,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1086,Unassigned RAM Address / Reserved Channel 1086,,,,,
1087,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1087,Unassigned RAM Address / Reserved Channel 1087,,,,,
1088,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1088,Unassigned RAM Address / Reserved Channel 1088,,,,,
1089,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1089,Unassigned RAM Address / Reserved Channel 1089,,,,,
1090,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1090,Unassigned RAM Address / Reserved Channel 1090,,,,,
1091,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1091,Unassigned RAM Address / Reserved Channel 1091,,,,,
1092,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1092,Unassigned RAM Address / Reserved Channel 1092,,,,,
1093,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1093,Unassigned RAM Address / Reserved Channel 1093,,,,,
1094,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1094,Unassigned RAM Address / Reserved Channel 1094,,,,,
1095,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1095,Unassigned RAM Address / Reserved Channel 1095,,,,,
1096,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1096,Unassigned RAM Address / Reserved Channel 1096,,,,,
1097,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1097,Unassigned RAM Address / Reserved Channel 1097,,,,,
1098,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1098,Unassigned RAM Address / Reserved Channel 1098,,,,,
1099,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1099,Unassigned RAM Address / Reserved Channel 1099,,,,,
1100,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1100,Unassigned RAM Address / Reserved Channel 1100,,,,,
1101,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1101,Unassigned RAM Address / Reserved Channel 1101,,,,,
1102,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1102,Unassigned RAM Address / Reserved Channel 1102,,,,,
1103,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1103,Unassigned RAM Address / Reserved Channel 1103,,,,,
1104,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1104,Unassigned RAM Address / Reserved Channel 1104,,,,,
1105,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1105,Unassigned RAM Address / Reserved Channel 1105,,,,,
1106,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1106,Unassigned RAM Address / Reserved Channel 1106,,,,,
1107,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1107,Unassigned RAM Address / Reserved Channel 1107,,,,,
1108,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1108,Unassigned RAM Address / Reserved Channel 1108,,,,,
1109,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1109,Unassigned RAM Address / Reserved Channel 1109,,,,,
1110,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1110,Unassigned RAM Address / Reserved Channel 1110,,,,,
1111,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1111,Unassigned RAM Address / Reserved Channel 1111,,,,,
1112,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1112,Unassigned RAM Address / Reserved Channel 1112,,,,,
1113,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1113,Unassigned RAM Address / Reserved Channel 1113,,,,,
1114,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1114,Unassigned RAM Address / Reserved Channel 1114,,,,,
1115,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1115,Unassigned RAM Address / Reserved Channel 1115,,,,,
1116,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1116,Unassigned RAM Address / Reserved Channel 1116,,,,,
1117,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1117,Unassigned RAM Address / Reserved Channel 1117,,,,,
1118,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1118,Unassigned RAM Address / Reserved Channel 1118,,,,,
1119,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1119,Unassigned RAM Address / Reserved Channel 1119,,,,,
1120,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1120,Unassigned RAM Address / Reserved Channel 1120,,,,,
1121,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1121,Unassigned RAM Address / Reserved Channel 1121,,,,,
1122,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1122,Unassigned RAM Address / Reserved Channel 1122,,,,,
1123,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1123,Unassigned RAM Address / Reserved Channel 1123,,,,,
1124,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1124,Unassigned RAM Address / Reserved Channel 1124,,,,,
1125,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1125,Unassigned RAM Address / Reserved Channel 1125,,,,,
1126,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1126,Unassigned RAM Address / Reserved Channel 1126,,,,,
1127,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1127,Unassigned RAM Address / Reserved Channel 1127,,,,,
1128,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1128,Unassigned RAM Address / Reserved Channel 1128,,,,,
1129,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1129,Unassigned RAM Address / Reserved Channel 1129,,,,,
1130,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1130,Unassigned RAM Address / Reserved Channel 1130,,,,,
1131,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1131,Unassigned RAM Address / Reserved Channel 1131,,,,,
1132,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1132,Unassigned RAM Address / Reserved Channel 1132,,,,,
1133,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1133,Unassigned RAM Address / Reserved Channel 1133,,,,,
1134,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1134,Unassigned RAM Address / Reserved Channel 1134,,,,,
1135,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1135,Unassigned RAM Address / Reserved Channel 1135,,,,,
1136,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1136,Unassigned RAM Address / Reserved Channel 1136,,,,,
1137,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1137,Unassigned RAM Address / Reserved Channel 1137,,,,,
1138,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1138,Unassigned RAM Address / Reserved Channel 1138,,,,,
1139,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1139,Unassigned RAM Address / Reserved Channel 1139,,,,,
1140,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1140,Unassigned RAM Address / Reserved Channel 1140,,,,,
1141,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1141,Unassigned RAM Address / Reserved Channel 1141,,,,,
1142,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1142,Unassigned RAM Address / Reserved Channel 1142,,,,,
1143,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1143,Unassigned RAM Address / Reserved Channel 1143,,,,,
1144,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1144,Unassigned RAM Address / Reserved Channel 1144,,,,,
1145,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1145,Unassigned RAM Address / Reserved Channel 1145,,,,,
1146,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1146,Unassigned RAM Address / Reserved Channel 1146,,,,,
1147,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1147,Unassigned RAM Address / Reserved Channel 1147,,,,,
1148,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1148,Unassigned RAM Address / Reserved Channel 1148,,,,,
1149,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1149,Unassigned RAM Address / Reserved Channel 1149,,,,,
1150,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1150,Unassigned RAM Address / Reserved Channel 1150,,,,,
1151,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1151,Unassigned RAM Address / Reserved Channel 1151,,,,,
1152,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1152,Unassigned RAM Address / Reserved Channel 1152,,,,,
1153,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1153,Unassigned RAM Address / Reserved Channel 1153,,,,,
1154,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1154,Unassigned RAM Address / Reserved Channel 1154,,,,,
1155,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1155,Unassigned RAM Address / Reserved Channel 1155,,,,,
1156,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1156,Unassigned RAM Address / Reserved Channel 1156,,,,,
1157,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1157,Unassigned RAM Address / Reserved Channel 1157,,,,,
1158,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1158,Unassigned RAM Address / Reserved Channel 1158,,,,,
1159,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1159,Unassigned RAM Address / Reserved Channel 1159,,,,,
1160,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1160,Unassigned RAM Address / Reserved Channel 1160,,,,,
1161,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1161,Unassigned RAM Address / Reserved Channel 1161,,,,,
1162,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1162,Unassigned RAM Address / Reserved Channel 1162,,,,,
1163,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1163,Unassigned RAM Address / Reserved Channel 1163,,,,,
1164,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1164,Unassigned RAM Address / Reserved Channel 1164,,,,,
1165,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1165,Unassigned RAM Address / Reserved Channel 1165,,,,,
1166,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1166,Unassigned RAM Address / Reserved Channel 1166,,,,,
1167,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1167,Unassigned RAM Address / Reserved Channel 1167,,,,,
1168,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1168,Unassigned RAM Address / Reserved Channel 1168,,,,,
1169,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1169,Unassigned RAM Address / Reserved Channel 1169,,,,,
1170,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1170,Unassigned RAM Address / Reserved Channel 1170,,,,,
1171,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1171,Unassigned RAM Address / Reserved Channel 1171,,,,,
1172,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1172,Unassigned RAM Address / Reserved Channel 1172,,,,,
1173,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1173,Unassigned RAM Address / Reserved Channel 1173,,,,,
1174,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1174,Unassigned RAM Address / Reserved Channel 1174,,,,,
1175,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1175,Unassigned RAM Address / Reserved Channel 1175,,,,,
1176,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1176,Unassigned RAM Address / Reserved Channel 1176,,,,,
1177,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1177,Unassigned RAM Address / Reserved Channel 1177,,,,,
1178,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1178,Unassigned RAM Address / Reserved Channel 1178,,,,,
1179,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1179,Unassigned RAM Address / Reserved Channel 1179,,,,,
1180,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1180,Unassigned RAM Address / Reserved Channel 1180,,,,,
1181,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1181,Unassigned RAM Address / Reserved Channel 1181,,,,,
1182,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1182,Unassigned RAM Address / Reserved Channel 1182,,,,,
1183,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1183,Unassigned RAM Address / Reserved Channel 1183,,,,,
1184,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1184,Unassigned RAM Address / Reserved Channel 1184,,,,,
1185,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1185,Unassigned RAM Address / Reserved Channel 1185,,,,,
1186,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1186,Unassigned RAM Address / Reserved Channel 1186,,,,,
1187,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1187,Unassigned RAM Address / Reserved Channel 1187,,,,,
1188,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1188,Unassigned RAM Address / Reserved Channel 1188,,,,,
1189,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1189,Unassigned RAM Address / Reserved Channel 1189,,,,,
1190,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1190,Unassigned RAM Address / Reserved Channel 1190,,,,,
1191,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1191,Unassigned RAM Address / Reserved Channel 1191,,,,,
1192,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1192,Unassigned RAM Address / Reserved Channel 1192,,,,,
1193,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1193,Unassigned RAM Address / Reserved Channel 1193,,,,,
1194,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1194,Unassigned RAM Address / Reserved Channel 1194,,,,,
1195,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1195,Unassigned RAM Address / Reserved Channel 1195,,,,,
1196,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1196,Unassigned RAM Address / Reserved Channel 1196,,,,,
1197,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1197,Unassigned RAM Address / Reserved Channel 1197,,,,,
1198,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1198,Unassigned RAM Address / Reserved Channel 1198,,,,,
1199,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1199,Unassigned RAM Address / Reserved Channel 1199,,,,,
1200,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1200,Unassigned RAM Address / Reserved Channel 1200,,,,,
1201,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1201,Unassigned RAM Address / Reserved Channel 1201,,,,,
1202,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1202,Unassigned RAM Address / Reserved Channel 1202,,,,,
1203,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1203,Unassigned RAM Address / Reserved Channel 1203,,,,,
1204,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1204,Unassigned RAM Address / Reserved Channel 1204,,,,,
1205,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1205,Unassigned RAM Address / Reserved Channel 1205,,,,,
1206,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1206,Unassigned RAM Address / Reserved Channel 1206,,,,,
1207,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1207,Unassigned RAM Address / Reserved Channel 1207,,,,,
1208,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1208,Unassigned RAM Address / Reserved Channel 1208,,,,,
1209,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1209,Unassigned RAM Address / Reserved Channel 1209,,,,,
1210,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1210,Unassigned RAM Address / Reserved Channel 1210,,,,,
1211,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1211,Unassigned RAM Address / Reserved Channel 1211,,,,,
1212,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1212,Unassigned RAM Address / Reserved Channel 1212,,,,,
1213,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1213,Unassigned RAM Address / Reserved Channel 1213,,,,,
1214,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1214,Unassigned RAM Address / Reserved Channel 1214,,,,,
1215,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1215,Unassigned RAM Address / Reserved Channel 1215,,,,,
1216,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1216,Unassigned RAM Address / Reserved Channel 1216,,,,,
1217,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1217,Unassigned RAM Address / Reserved Channel 1217,,,,,
1218,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1218,Unassigned RAM Address / Reserved Channel 1218,,,,,
1219,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1219,Unassigned RAM Address / Reserved Channel 1219,,,,,
1220,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1220,Unassigned RAM Address / Reserved Channel 1220,,,,,
1221,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1221,Unassigned RAM Address / Reserved Channel 1221,,,,,
1222,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1222,Unassigned RAM Address / Reserved Channel 1222,,,,,
1223,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1223,Unassigned RAM Address / Reserved Channel 1223,,,,,
1224,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1224,Unassigned RAM Address / Reserved Channel 1224,,,,,
1225,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1225,Unassigned RAM Address / Reserved Channel 1225,,,,,
1226,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1226,Unassigned RAM Address / Reserved Channel 1226,,,,,
1227,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1227,Unassigned RAM Address / Reserved Channel 1227,,,,,
1228,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1228,Unassigned RAM Address / Reserved Channel 1228,,,,,
1229,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1229,Unassigned RAM Address / Reserved Channel 1229,,,,,
1230,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1230,Unassigned RAM Address / Reserved Channel 1230,,,,,
1231,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1231,Unassigned RAM Address / Reserved Channel 1231,,,,,
1232,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1232,Unassigned RAM Address / Reserved Channel 1232,,,,,
1233,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1233,Unassigned RAM Address / Reserved Channel 1233,,,,,
1234,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1234,Unassigned RAM Address / Reserved Channel 1234,,,,,
1235,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1235,Unassigned RAM Address / Reserved Channel 1235,,,,,
1236,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1236,Unassigned RAM Address / Reserved Channel 1236,,,,,
1237,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1237,Unassigned RAM Address / Reserved Channel 1237,,,,,
1238,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1238,Unassigned RAM Address / Reserved Channel 1238,,,,,
